host_response_time,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_group_cleansed,room_type,bathrooms,bedrooms,beds,price,Wifi,tv,Internet,Kitchen,Heating,Washer,Refrigerator,Dishwasher,Dryer,Microwave,Stove
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,193,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,118,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,45,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,88,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,165,1,0,0,1,1,0,0,0,0,0,0
within a few hours,0,0,0,Brooklyn,Private room,1,2,2,97,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,49,1,0,0,1,1,1,1,1,1,1,1
within a few hours,0,0,0,Manhattan,Entire home/apt,1,2,2,250,1,0,0,1,1,0,1,0,0,1,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1.5,2,2,280,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,2,350,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,79,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,2,2,129,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,96,1,1,0,1,1,0,0,0,0,0,0
within a few hours,0,0,0,Brooklyn,Entire home/apt,1,2,2,120,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,2,2,180,1,0,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,2,119,1,0,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,89,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,72,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,3,3,250,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,90,0,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,140,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,90,1,1,0,1,0,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,70,1,1,0,1,1,0,0,0,0,0,0
within a day,0,0,0,Brooklyn,Entire home/apt,1,1,2,165,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,200,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Queens,Private room,1,1,1,100,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,2,72,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Queens,Entire home/apt,1,2,3,135,1,1,0,1,1,0,0,0,1,1,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,180,0,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,2,4,237,1,1,0,1,1,1,1,1,1,1,1
within a day,0,0,0,Brooklyn,Private room,1,1,1,46,1,1,0,1,1,0,1,0,0,1,1
within an hour,0,0,0,Manhattan,Entire home/apt,1,2,4,171,1,0,0,1,1,1,1,0,1,1,1
Unknown,0,0,0,Manhattan,Shared room,1,1,1,48,1,0,0,1,1,1,0,0,1,0,0
within a few hours,0,0,0,Brooklyn,Entire home/apt,1,2,2,300,1,1,0,1,1,1,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,2,2,110,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,65,1,0,0,1,1,0,0,0,0,0,0
a few days or more,0,0,0,Manhattan,Entire home/apt,1,1,1,175,1,1,0,1,1,0,1,0,1,0,1
within a day,0,0,0,Manhattan,Entire home/apt,1,1,1,120,1,1,0,1,1,1,0,0,1,0,1
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,2,741,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,80,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,124,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,2,1,1,150,0,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,48,0,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,60,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Queens,Private room,1,1,0,75,1,0,0,1,0,1,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,149,1,0,0,1,1,1,1,1,1,0,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,150,1,1,0,0,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,40,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,2,1,1,65,1,0,0,1,0,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,2,2,2,190,1,1,0,1,0,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1.5,1,1,109,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,2,3,3,145,1,1,0,1,1,1,1,0,1,0,1
within an hour,0,0,0,Brooklyn,Private room,2.5,1,1,36,1,1,0,1,1,0,1,0,0,1,1
within a few hours,0,0,0,Brooklyn,Entire home/apt,1,2,2,200,1,1,0,1,1,1,1,1,1,0,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,120,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,60,1,0,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Manhattan,Private room,1,1,1,220,1,1,0,1,1,0,1,0,0,0,1
within a day,0,0,0,Manhattan,Entire home/apt,1,2,2,185,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,160,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Private room,2,1,1,54,1,0,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Manhattan,Private room,1,1,4,51,1,1,0,1,1,0,1,0,1,0,1
within an hour,0,0,0,Manhattan,Private room,1,1,1,60,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1.5,2,2,190,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,80,1,0,0,1,1,0,0,0,0,0,1
Unknown,0,0,0,Brooklyn,Private room,3,4,12,137,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,250,1,1,0,1,1,1,0,0,1,0,0
within a day,0,0,0,Manhattan,Entire home/apt,1,1,1,125,1,0,0,1,1,1,1,0,1,0,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,225,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,2,1,1,55,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,45,1,0,0,1,0,0,0,0,0,0,0
Unknown,0,0,0,Queens,Entire home/apt,1.5,1,2,140,1,1,0,1,1,1,0,0,1,0,0
within a few hours,0,0,0,Brooklyn,Private room,1,1,1,77,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,215,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Queens,Private room,1,1,1,39,1,1,0,1,1,0,1,0,0,0,1
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,2,112,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1.5,1,1,71,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Queens,Private room,1,1,1,80,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,2,2,194,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,49,1,0,0,0,1,1,1,1,1,1,0
within an hour,0,0,0,Manhattan,Private room,1,1,2,32,1,0,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,100,1,1,0,1,0,1,0,0,1,0,0
within a day,0,0,0,Brooklyn,Entire home/apt,1,1,3,83,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,135,0,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,135,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,98,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,2,3,139,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,65,1,1,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,1,169,1,1,0,0,1,0,1,0,1,1,0
Unknown,0,0,0,Manhattan,Private room,1,1,2,75,1,1,0,1,1,0,0,0,1,1,0
within a few hours,0,0,0,Manhattan,Entire home/apt,1,1,1,75,1,1,0,1,1,1,1,0,1,1,1
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,1,225,1,1,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Manhattan,Private room,1,1,1,110,1,1,0,1,1,0,0,0,1,1,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,2,225,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Staten Island,Private room,2,2,2,99,1,1,0,0,1,1,1,1,1,1,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,118,1,0,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,150,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,170,0,0,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Private room,0,1,1,49,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,2,1,70,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,2,186,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,89,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,120,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,2,1,100,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,40,1,0,0,1,1,0,1,0,1,1,1
within a day,0,0,0,Brooklyn,Entire home/apt,1,1,1,120,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,2,225,1,0,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Shared room,1,1,0,32,1,0,0,1,1,1,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,125,1,0,0,0,1,0,1,0,1,1,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,149,1,1,0,1,1,0,0,0,0,0,0
within a few hours,0,0,0,Bronx,Private room,1,1,1,40,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,60,1,0,0,1,0,0,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1,2,2,275,1,1,0,1,1,0,0,0,1,0,0
within a few hours,0,0,0,Brooklyn,Entire home/apt,1,2,3,198,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Private room,2,4,6,145,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,150,1,1,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Shared room,1,1,0,31,1,0,0,1,1,1,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,65,1,1,0,1,0,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,60,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,250,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Queens,Entire home/apt,1,1,2,105,1,1,0,1,1,1,1,1,1,1,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,2,180,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,55,1,0,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1,2,2,142,1,1,0,1,1,1,1,1,1,1,1
within a few hours,0,0,0,Brooklyn,Entire home/apt,1,1,2,111,1,1,0,1,1,1,1,0,1,1,1
Unknown,0,0,0,Bronx,Shared room,1,1,1,150,0,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,80,1,0,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Manhattan,Private room,1.5,1,1,80,1,1,0,1,1,1,1,0,1,0,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,150,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,62,1,1,0,1,1,0,1,0,1,1,1
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,2,119,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,43,1,0,0,1,0,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,2,2,214,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,2,2,250,0,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,50,1,0,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,1,109,1,0,0,1,1,0,1,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,50,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Queens,Entire home/apt,1,1,1,199,0,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,160,1,0,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Staten Island,Entire home/apt,1,1,2,89,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,2,3,2,369,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,60,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,91,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,2,1,84,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,51,1,0,0,0,1,0,0,0,0,0,0
Unknown,0,0,0,Bronx,Private room,1,1,1,65,1,1,0,1,1,0,1,0,1,1,0
Unknown,0,0,0,Queens,Entire home/apt,1,1,1,78,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,2,2,500,1,1,0,1,0,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,75,1,1,0,1,0,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,2,123,1,0,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,2,4,4,426,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,55,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,0,150,1,1,0,1,0,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,79,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,2,2,400,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,152,1,1,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,2,150,1,1,0,1,1,1,1,1,1,1,1
a few days or more,0,0,0,Brooklyn,Entire home/apt,1,2,0,92,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,75,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,65,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,109,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,59,1,0,0,1,1,0,1,0,0,0,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,110,1,0,0,0,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,3,3,300,1,1,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Brooklyn,Private room,1,1,1,50,1,1,0,1,1,0,1,0,0,1,1
within an hour,0,0,0,Brooklyn,Private room,0,1,0,39,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,2,1,1,250,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,90,1,0,0,1,1,0,0,0,0,0,0
within a few hours,0,0,0,Brooklyn,Private room,1,1,1,45,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,70,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,130,1,1,0,1,1,0,0,0,0,0,0
within a few hours,0,0,0,Bronx,Private room,1,1,1,25,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,35,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,100,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,70,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,2,150,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,75,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,95,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,3,450,1,1,0,1,1,1,1,0,1,1,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,100,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,81,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,40,1,0,0,1,1,0,0,0,0,0,0
within a day,0,0,0,Manhattan,Entire home/apt,1,1,1,210,0,1,0,1,1,0,1,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,55,1,0,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1,2,3,150,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Queens,Private room,1,1,1,68,1,1,0,0,1,0,1,0,1,1,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,2,2,235,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,120,1,1,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Brooklyn,Private room,1,1,0,150,1,1,0,1,1,1,1,0,1,1,1
within a day,0,0,0,Brooklyn,Entire home/apt,1,2,2,65,1,0,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,280,1,0,0,1,1,0,1,0,0,0,1
Unknown,0,0,0,Manhattan,Private room,2,1,1,130,1,1,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,3,125,1,1,0,1,1,0,1,0,1,1,1
a few days or more,0,0,0,Brooklyn,Private room,1,1,1,58,1,0,0,1,1,0,1,0,1,1,1
a few days or more,0,0,0,Brooklyn,Entire home/apt,2,2,2,90,1,0,0,1,0,0,1,0,1,1,1
within a day,0,0,0,Manhattan,Entire home/apt,3,2,2,964,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,169,1,1,0,1,0,1,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,2,128,1,1,0,1,1,1,0,0,1,0,0
within a few hours,0,0,0,Manhattan,Private room,1,1,1,42,1,0,0,1,1,0,1,0,1,1,1
within an hour,0,0,0,Queens,Private room,1,1,1,99,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,2,95,1,0,0,1,1,0,0,0,1,0,0
within a day,0,0,0,Manhattan,Entire home/apt,1,1,1,39,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,125,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,2,157,1,0,0,1,1,0,0,0,1,0,0
within a few hours,0,0,0,Manhattan,Private room,1,1,1,95,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Queens,Entire home/apt,1,1,2,98,1,1,0,1,1,0,0,0,0,0,0
within a few hours,0,0,0,Brooklyn,Entire home/apt,1,1,1,68,1,1,0,1,1,1,1,0,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,127,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,150,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,2,150,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1.5,1,1,64,1,1,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,0,199,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,65,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,65,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,68,1,1,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Manhattan,Private room,1,1,1,130,1,1,0,0,1,0,0,0,0,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,1,165,1,1,0,1,1,1,0,0,1,1,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,2,2,250,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,179,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,2,1,1,65,1,1,0,1,0,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,80,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,140,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,209,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,2,1,1,55,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,175,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,500,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,2,2,200,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,180,1,1,0,1,1,1,0,0,0,0,0
Unknown,0,0,0,Queens,Private room,1,1,2,75,1,1,0,0,1,0,1,0,1,1,0
Unknown,0,0,0,Queens,Private room,1,1,1,53,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,2,70,0,0,0,1,0,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,90,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,2,1,1,45,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,109,1,1,0,1,0,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1.5,2,2,200,1,1,0,1,1,1,1,1,1,1,1
a few days or more,0,0,0,Manhattan,Entire home/apt,1,1,1,135,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,3,3,275,1,0,0,1,1,0,0,0,0,0,0
within a few hours,0,0,0,Brooklyn,Entire home/apt,1,2,2,140,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,2,2,220,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Queens,Private room,1,1,1,80,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Queens,Private room,1,1,1,110,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,70,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,0,96,1,1,0,0,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,130,1,0,0,1,1,0,0,0,0,0,0
within a few hours,0,0,0,Manhattan,Entire home/apt,2,1,1,1214,1,0,0,1,0,0,1,0,0,0,0
Unknown,0,0,0,Bronx,Entire home/apt,1,1,2,100,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,2,150,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,125,1,1,0,1,0,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,2,2,200,1,0,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,2,157,1,0,0,1,1,0,1,0,0,1,1
within a few hours,0,0,0,Brooklyn,Private room,1.5,1,1,53,1,0,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1.5,3,3,300,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,304,1,1,0,1,1,1,0,0,1,0,0
within a few hours,0,0,0,Manhattan,Entire home/apt,1,1,1,330,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Shared room,1,1,1,60,1,0,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,3,101,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,115,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,72,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,3,3,250,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Shared room,1,1,2,62,1,1,0,1,1,0,1,0,1,1,0
