host_response_time,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_group_cleansed,room_type,bathrooms,bedrooms,beds,price,Wifi,tv,Internet,Kitchen,Heating,Washer,Refrigerator,Dishwasher,Dryer,Microwave,Stove
Unknown,0,0,0,Brooklyn,Private room,1,1,1,60,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,35,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,100,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,50,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,117,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Queens,Shared room,1,1,1,36,1,1,0,0,0,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1.5,1,1,113,1,1,0,0,1,1,1,0,1,1,0
Unknown,0,0,0,Manhattan,Private room,1.5,1,1,113,1,1,0,0,1,1,1,1,1,1,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,45,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Queens,Private room,1,1,1,125,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1.5,1,1,113,1,1,0,0,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,149,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,2,100,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1.5,1,2,150,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,30,1,0,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,2,200,1,0,0,1,1,0,0,0,0,0,0
within a day,0,0,0,Manhattan,Entire home/apt,1,1,1,189,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,80,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,2,2,250,1,1,0,1,0,0,0,0,1,0,0
a few days or more,0,0,0,Manhattan,Entire home/apt,1,1,1,133,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,68,1,1,0,1,0,1,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Private room,1,1,1,63,1,0,0,0,1,0,0,0,1,0,0
Unknown,0,0,0,Staten Island,Private room,1,1,1,135,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,2,175,1,1,0,1,1,1,1,0,1,1,1
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,1,96,1,1,0,0,1,1,1,0,1,1,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,90,1,0,0,1,0,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,2,1,1,39,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,2,91,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,500,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,486,1,1,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,3,150,1,1,0,1,1,0,1,0,0,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,2,150,1,1,0,1,0,1,1,1,0,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,50,1,1,0,1,0,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,80,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,225,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,80,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,79,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,110,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,38,1,1,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,1,109,1,1,0,1,1,1,1,0,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,180,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,2,1,1,120,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,140,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,159,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,65,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,2,2,3,199,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,75,1,1,0,1,1,0,1,0,1,1,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,150,1,1,0,1,1,0,0,0,0,0,0
within a day,0,0,0,Manhattan,Private room,1,1,1,46,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Queens,Entire home/apt,1,1,1,40,1,1,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,1,144,1,0,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1.5,3,3,375,1,1,0,1,0,1,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,2,2,2,199,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,2,181,1,1,0,1,1,0,1,0,1,0,1
Unknown,0,0,0,Brooklyn,Private room,2,1,1,40,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Queens,Private room,1,1,2,75,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,2,3,150,1,0,0,1,1,0,0,0,1,0,0
within a day,0,0,0,Manhattan,Entire home/apt,1,1,1,150,1,1,0,1,1,0,1,0,0,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,75,1,0,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,2,179,1,1,0,1,1,1,1,0,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,25,1,0,0,1,0,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,100,1,1,0,1,0,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1.5,1,1,85,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,2,205,1,1,0,1,0,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,70,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,2,100,1,0,0,1,1,0,0,0,1,0,0
within a few hours,0,0,0,Manhattan,Shared room,1,1,1,200,1,1,0,1,1,1,1,1,1,1,1
within a day,0,0,0,Manhattan,Entire home/apt,1,1,2,85,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,55,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Queens,Entire home/apt,1,1,1,200,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,2,140,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,70,1,0,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,2,2,180,1,1,0,1,1,1,1,1,1,0,1
a few days or more,0,0,0,Brooklyn,Entire home/apt,1,1,1,199,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,34,1,0,0,1,0,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,240,1,0,0,1,1,0,0,0,1,0,0
within a day,0,0,0,Staten Island,Entire home/apt,1.5,2,4,150,1,1,0,1,1,1,1,1,1,1,1
within a day,0,0,0,Brooklyn,Entire home/apt,1,1,1,149,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,1,171,1,1,0,1,1,0,1,0,1,1,1
within an hour,0,0,0,Manhattan,Entire home/apt,1,3,2,180,1,1,0,1,1,1,1,1,1,1,1
a few days or more,0,0,0,Brooklyn,Entire home/apt,2,2,3,250,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,2,0,160,1,1,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Private room,1.5,1,1,50,1,1,0,1,1,1,1,0,1,1,1
within a day,0,0,0,Queens,Entire home/apt,1,1,2,100,1,0,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,60,1,1,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Brooklyn,Private room,2,1,1,60,1,1,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,1,110,1,0,0,1,1,0,1,0,1,1,1
within an hour,0,0,0,Queens,Entire home/apt,1.5,2,5,118,1,1,0,1,1,0,1,0,1,1,1
within an hour,0,0,0,Queens,Entire home/apt,1,1,3,97,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Private room,2,1,2,47,1,0,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,2,74,1,0,0,0,1,0,1,0,1,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,2,3,4,199,1,0,0,1,1,1,1,1,1,0,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1.5,3,3,129,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,2,236,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,77,1,1,0,1,0,0,0,0,1,0,0
within a few hours,0,0,0,Manhattan,Entire home/apt,1,1,1,75,1,1,0,1,1,0,1,0,1,1,1
within an hour,0,0,0,Queens,Entire home/apt,1,1,2,93,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,150,1,0,0,0,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,2,1,1,95,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,100,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,2,118,1,1,0,1,1,1,1,0,1,1,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,85,1,1,0,1,1,1,0,0,1,0,0
a few days or more,0,0,0,Manhattan,Entire home/apt,1,1,1,90,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Queens,Private room,1,1,2,65,1,0,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,3,90,1,0,0,1,0,0,0,0,0,0,0
within a few hours,0,0,0,Manhattan,Entire home/apt,1,1,1,199,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,2,143,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,105,1,1,0,1,1,0,0,0,1,0,0
within a few hours,0,0,0,Manhattan,Entire home/apt,1,2,3,128,1,0,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Queens,Entire home/apt,1,1,2,110,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,2,89,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Shared room,2,1,1,35,1,1,0,1,0,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,63,1,0,0,1,0,0,1,0,0,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,90,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,40,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,75,1,1,0,1,0,0,0,0,0,0,0
within a few hours,0,0,0,Manhattan,Entire home/apt,1,2,2,200,1,1,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,2,115,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,100,1,1,0,0,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,2,289,1,1,0,1,1,0,0,0,1,0,0
within a few hours,0,0,0,Manhattan,Entire home/apt,1,3,3,185,1,1,0,1,1,0,0,0,1,0,0
within a day,0,0,0,Brooklyn,Entire home/apt,2,1,1,180,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,150,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,75,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,64,0,0,0,1,1,0,0,0,0,0,0
within a day,0,0,0,Manhattan,Entire home/apt,1.5,3,4,167,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,70,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,2,143,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,150,1,0,0,1,1,1,0,0,1,0,0
within a few hours,0,0,0,Brooklyn,Entire home/apt,1,1,1,95,1,1,0,1,1,0,1,0,1,1,1
within a day,0,0,0,Manhattan,Private room,1,1,2,99,1,1,0,0,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,175,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,175,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,2,99,1,1,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Manhattan,Private room,1,1,1,37,1,0,0,0,1,0,0,0,1,1,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,2,229,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Staten Island,Entire home/apt,1,1,2,85,1,1,0,1,1,0,1,0,1,1,1
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,1,100,1,1,0,1,1,0,0,0,1,0,1
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,1,239,1,1,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,2,229,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1.5,1,1,180,1,1,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,2,229,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,2,229,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,2,229,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Bronx,Private room,1.5,1,1,65,1,1,0,1,1,0,1,0,1,1,1
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,2,243,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,2,229,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Private room,2,1,1,100,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,95,1,1,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,0,104,1,1,0,1,1,0,1,0,1,0,1
within a day,0,0,0,Manhattan,Entire home/apt,1,1,1,107,1,1,0,1,1,1,1,0,1,0,1
within an hour,0,0,0,Bronx,Entire home/apt,1,1,2,102,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Private room,2,1,1,41,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,301,1,1,0,1,0,0,0,0,1,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,3.5,3,3,1100,1,1,0,1,1,1,1,1,1,1,1
within a few hours,0,0,0,Queens,Private room,1,2,2,66,1,1,0,1,1,1,1,0,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,70,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,2,1,1,62,1,1,0,1,0,1,0,0,1,0,0
a few days or more,0,0,0,Manhattan,Entire home/apt,1,1,1,80,1,1,0,1,0,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,90,1,1,0,1,0,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,125,1,0,0,1,0,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,2,2,225,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,0,240,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Queens,Private room,1,1,0,75,1,0,0,1,1,0,1,0,1,1,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,45,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,90,1,1,0,0,1,1,1,0,1,1,0
within an hour,0,0,0,Bronx,Entire home/apt,1,2,2,76,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Private room,2,1,1,149,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,50,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,105,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,228,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,35,1,0,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,2,2,195,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,3,165,1,1,0,1,1,1,0,0,1,0,0
within a few hours,0,0,0,Manhattan,Entire home/apt,1,1,2,325,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Queens,Entire home/apt,1,3,4,249,1,1,0,1,1,1,1,1,1,1,1
within a few hours,0,0,0,Queens,Entire home/apt,1,1,1,125,1,1,0,1,1,0,1,0,0,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,99,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Queens,Private room,1,1,1,150,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,40,1,0,0,1,0,0,0,0,0,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,1,102,1,1,0,1,1,0,0,0,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,85,0,0,0,1,1,1,1,0,1,1,1
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,1,195,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,2,150,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,2,125,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Bronx,Private room,1,1,1,29,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,40,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,74,1,0,0,0,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,175,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,2,45,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,85,1,0,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,149,1,1,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,2,58,1,0,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Queens,Entire home/apt,1,1,2,75,1,1,0,1,0,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,180,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,2,3,85,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,48,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,80,1,0,0,1,1,0,0,0,1,0,0
a few days or more,0,0,0,Manhattan,Private room,1,1,1,85,1,1,0,1,1,1,0,0,1,1,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,60,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,120,1,1,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,1,80,1,1,0,1,1,1,1,0,1,0,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,200,1,0,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,2,366,1,0,0,1,1,0,1,0,1,0,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,75,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,125,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,50,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,175,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,2,142,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,2,193,1,1,0,1,1,0,1,0,1,1,1
within a few hours,0,0,0,Bronx,Entire home/apt,1.5,5,6,169,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,97,1,0,0,1,0,0,0,0,0,0,0
Unknown,0,0,0,Bronx,Entire home/apt,1,1,1,120,1,1,0,1,0,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,75,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Queens,Private room,1,1,1,65,1,1,0,1,1,0,0,0,1,0,0
within a few hours,0,0,0,Manhattan,Entire home/apt,1,1,1,191,1,1,0,1,1,1,1,1,1,1,1
a few days or more,0,0,0,Manhattan,Entire home/apt,1,1,1,75,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,2,57,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,75,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,100,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,68,1,0,0,1,1,1,1,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,75,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,2,98,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,40,1,1,0,0,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,2,2,240,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Queens,Entire home/apt,1,2,2,100,0,0,0,0,0,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,2,2,3,300,1,1,0,1,0,1,0,0,1,0,1
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,1,309,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,95,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,300,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,2,200,1,1,0,1,1,0,0,0,1,0,0
within a few hours,0,0,0,Manhattan,Entire home/apt,1,1,2,95,1,1,0,1,1,0,1,0,1,1,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,2,150,1,1,0,1,1,1,1,1,1,1,0
within a few hours,0,0,0,Manhattan,Entire home/apt,1,1,2,95,1,1,0,1,1,0,1,0,1,1,0
Unknown,0,0,0,Brooklyn,Private room,1.5,1,1,50,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1.5,1,1,55,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,120,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,150,1,1,0,1,1,1,1,1,0,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,150,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,130,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,90,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Shared room,1,1,1,130,1,1,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,2,3,187,1,1,0,1,1,1,1,0,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,18,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,40,1,0,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Queens,Private room,1,1,1,61,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,80,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,120,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,50,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,44,1,0,0,1,1,0,0,0,1,0,0
within a day,0,0,0,Manhattan,Entire home/apt,1,4,4,250,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,70,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,179,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,55,1,0,0,1,1,1,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,2,2,161,1,0,0,1,0,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,60,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,0,75,1,1,0,1,1,0,0,0,1,0,0
within a few hours,0,0,0,Manhattan,Entire home/apt,1,2,3,150,1,1,0,1,1,1,1,1,1,1,1
